Tourist Attraction,Name,Rating,Date and criteria,Title,Review
Ladakh_Bike_Rental,Rohit Sarkar,5.0 of 5 bubbles,Aug 2018 • Couples,Simply the best!,"I and my friends just completed a trip (11th -18th) Aug 2018 , Camps & Rides. I must admit Gurmat and his team are the most professional, reliable and friendly team around.. I had one of the best bike trips of my life, all thanks to Gurmat and his lovely team.. ladakh bike rental is a team which is courteous, always approachable and the most friendly people who know every Knick and corner of Ladakh... I would strongly recommend them to everyone who want to explore Leh & Ladakh on a Royal Enfield. All the bikes are new and well maintained, the service team is always ready 24×7 to help you anywhere you need them .. They take care of all your needs with the best facilities, accommodation and food.. I wish ladakh bike rentals all the success ahead because they are really good people..."
Ladakh_Bike_Rental,Jeremy J,1.0 of 5 bubbles,Aug-18,Bad! ,"Really difficult to found the place, the personal was not friendly with us and the motorbike has lot of different problems during the ride! I let you choose... "
Ladakh_Bike_Rental,Ladakh Bike Rental,,,,"Hi Jeremy , we were sorry about because we never expect our clients before there booking dates without any prior notice and we were at the same location with same contact numbers which we share to u guys and as far we were communicating on emails and better if u have been mail us / call us we will pick u up from your palace that what we were doing from starting and we offered pickup/drop service to u guys too. You did not share the problems while returning the bike and as far u did not used any spare parts and you back on same time with not any troubles. Somehow this words came here we were wondering..."
,,,,,"Hi Jeremy , we were sorry about because we never expect our clients before there booking dates without any prior notice and we were at the same location with same contact numbers which we share to u guys and as far we were communicating on emails and better if u have been mail us / call us we will pick u up from your palace that what we were doing from starting and we offered pickup/drop service to u guys too. You did not share the problems while returning the bike and as far u did not used any spare parts and you back on same time with not any troubles. Somehow this words came here we were wondering..."
Ladakh_Bike_Rental,Manish S,1.0 of 5 bubbles,Aug 2018 • Solo,Non responsive - Avoid them,"I was travelling to Leh from 10th - 15th Aug 18. I tried contacting them thru email / whats app and SMS, 3 weeks in advance after reading the overrated reviews on TripAdvisor. There was absolutely no response. Finally then Tsewang called up and assured me a bike for my trip.Reached Leh and was on my way to their place , couldn't locate them so called their office to check the location. Response i got ""Bikes are not available"". The response was full of arrogance because they were overbooked with large groups'.Suggestion for group of 2-3 rider's , go to Fort road and pick the bikes instantly than wasting your time with LBR."
Ladakh_Bike_Rental,Ladakh Bike Rental,5.0 of 5 bubbles,Jul 2018 • Friends,Best thinhg in Leh,"Dear Manish 

We were sorry about because we don't have any bike on the spot you have to book a minimum week before and yes due to the poor network connectivity we can't reply instantly. Sorry about"
Ladakh_Bike_Rental,PeterSilvainMooij,5.0 of 5 bubbles,Aug 2018 • Friends,Bike Rental Info.,"Dear Manish 

We were sorry about because we don't have any bike on the spot you have to book a minimum week before and yes due to the poor network connectivity we can't reply instantly. Sorry about"
Ladakh_Bike_Rental,Robin Foyshal,5.0 of 5 bubbles,Jul 2018 • Family,"Excellent package,plan and service from LBR.",They can take you up by Jeeps to the Khardung La pass and you just rool down. For the Dy Hards bike up and roll downFor me the best thing to do in Leh. Amazing views on the way.
Ladakh_Bike_Rental,jithna,5.0 of 5 bubbles,Jun 2018 • Friends,"Dedication, Commitment & Customer Satisfaction","Foreigners Can Hire Bike in Leh city, I am from Bangladesh and I have Bangladeshi Driving License, so would i hire bike in leh city local sightseeing for oneday?"
Ladakh_Bike_Rental,Chris Petrus,5.0 of 5 bubbles,Jun 2018 • Friends,7 days on the Top,"Excellent package,plan and service from LBR. This was our Route :  Srinagar-Zosila Pass-Kargil-Leh-Khardungla Pass-Nubra valley-Pangong Lake-Leh-Tsomurori Lake-Tsokar Lake-Sarchu-Rohtang Pass-Manali6 people, 3 bullets,2 weeksWe took a package from Ladakh Bike Rentals in an affordable price.Gurmit(Owner of LBH) is a very nice person and aranged good accomodation in all the places planned for the stay.We did not felt that he is doing business as he was more like our close friend who was arranging things for us. Package included: 3 bullets+accommodation with Dinner and Breakfast+ Backup vehicle along with a driver who is an Excellent mechanic too to follow us were ever we go.The driver guy  of our backup vehicle was Nurbu and is such an awesome person that we missed him  on our way back to home. Man who cares of everyone and everything.Thankyou Gurmit and Team for the support.Guy in Orange is Nurbu (Out mechanic&backup vehicle driver :)"
Ladakh_Bike_Rental,Roberto P,5.0 of 5 bubbles,Jul 2018 • Solo,Fun and professional,"This was our first trip to Ladakh and we are very lucky to have chosen Ladakh Bike Rental to rent our bikes.The best guys you would find with dedication to offering customer satisfaction at reasonable cost.The moment we got into their professionally-maintained office, we knew we were strangers no more. Prompt and transparent conversations. Very friendly.Bikes were in perfectly serviced conditions. We got to ride in the latest model.There was a delay in procuring the ILP due to local issues and the guys were kind enough to waive our ILP fees, which showed their commitment.We were also able to get great campsite for pitching our tents @ Hunder, Nubra Valley and wonderful accomodation @ Leh, through their well-established contacts.Thanks to Gurmat, Ganesh and the entire team @ Ladakh Bike Rentals for providing all the support and help we required. We had an enticing Ladakh experience because of you guys!Wish you guys loads of success in your business!!!"
Ladakh_Bike_Rental,Matthew P,5.0 of 5 bubbles,Jun 2018 • Friends,Best service,"We had a wonderful experience and a great tour ! lakes, mountain passes , river creek and camping ! more than expected , well serviced bikes and great staff ! what's more ?"
Ladakh_Bike_Rental,Chandrajeet M,5.0 of 5 bubbles,Jun 2018 • Friends,Best Rental provider: LADAKH BIKE RENTAL!!! JULLAY,"From the moment I began talking to the shop I had very clear and professional help / answers. The bike was fantastic and I felt well-equipped when I set off on my month Journey, I highly highly recommend."
Ladakh_Bike_Rental,Sumanth k,1.0 of 5 bubbles,Sep 2017 • Friends,Worst service in leh ladakh,"Great service provided by these guys. They know their business and how to care their customers. They provided all the service we requested with reasonable pricing and often with no cost. And yeah as someone already mentioned below, being with these guys doesn't felt like we were with strangers.Bikes we got were all new bikes so no problem at all with the bikes. Hope you guys keep your standard and stay top in your business :)"
Ladakh_Bike_Rental,Kawal J,,,,"Gurmat Namgail is an amazing humble person who accommodated and prepared the itinerary for my entire group.We booked for Bullet Standard 500 and Himalayan for our group where LBR (Ladakh Bike rental) provided us latest model bikes (2018 model). The vehicles were washed and polished well to suit for our group trip fitted with carriers and saddle bags for our requirement. LBR was able to upgrade our bikes in last moment to Himalyans for couple of days and provided us even accommodation for stay at different places in Leh, lamayuru, pangong, hunder etc. He has a very good contacts for Stay, permits and provides best bikes and even suggests best itinerary for your group to see places around.LBR provided best quality bikes and tool kit and also taught us how to change or use the tools during any breakdown in our trip. We drive close to 900 kms in our entire trip of 6 days where we did not face any break-down of our even once. Apart from this we even got accessories like knee pads, Go-pro, Boots, Helmets which were in decent condition before we could hire.In the end there are many vendors in ladakh for bike rental, but the best quality that we got is from Gurmat and i would strongly recommend to avail service through him when you are planning for a trip to Ladakh.I would appreciate Gurmat for his efforts and humble responses to accommodate customers requests. JULLAY!!"
,,,,,"I have taken avenger 220 for 7 days and paid all the money in advance thinking he has alloted me a good bike but once we started riding to different places, the bike gave problems such as auto shut etc ND the bike condition Is really bad. I went to change the bike but owner said this is only option even it's in bad condition. also the accessories that he gave me with bike didn't work ND a case happened that the air in back Tyre was too low, we started using the accessory to blow air but it was defective. The worst part is the last 2 days were pangong lake ND when we started the journey, the bike couldn't start In morning so we took a cab. When we asked the owner to refund 1 day money as the bike didn't worked, he refused even after his mechanic came ND saw that the bike is really in bad condition ND didn't started even after they tried. I really request the people not to take the bike from this source as they cheat the innocent travellers even after promising a good service. I am genuine rider ND came to leh on September 2017."
Ladakh_Bike_Rental,billmcanish,5.0 of 5 bubbles,Jun 2018 • Solo,Ladakh motercycle your,"One of the best adventure trips I have ever ever done Thankyou Thankyou thankyou,You will with out doubt be seeing me again.My guide was awesome,Anybody seeking a massive thrill you will not go wrong,The top of the world, the almighty Himalayas,Thankyou all at Ladakh Moter cycles See you soon"
Ladakh_Bike_Rental,Pics Field,5.0 of 5 bubbles,May 2018 • Solo,Great adventure in great place!,"Ladakh Bike Rental gave me new model of Royal Enfield. It was shiny, beautiful Himalayan 400cc. Professionally prepared for my lone trip to the top of the world. Guys was very helpful and friendly. They sorted me permits and other paper works. I'd like to very recommend!!"
Ladakh_Bike_Rental,lokesh m,5.0 of 5 bubbles,May 2018 • Friends,Unforgettable moments ..,We had a great full experience with them all owner and his team was very cooperative and guys were ready to help happily at every step Surely recommend this group
Ladakh_Bike_Rental,Akhilesh P,5.0 of 5 bubbles,May 2018 • Solo,best solo trip - coutesy Ladakh bike rental - highly recommended,"I had the best solo trip in Ladakh. My grattitude to Mr. Gurmeet Namgail, really nice person, who arranged the accomodation, innova! I managed to cover Nubra, pangonglake, Leh local tour, Dah Hanu, was amazing!!!The staff are very courteous and with Gurmeet, I felt at home.You can also rent royal enfield, Himalayan. Highly reccomend Ladakh bike rental. Not to forget, thanks Gurmeet for IPL match at your office and crazy partying!"
Ladakh_Bike_Rental,Vignesh1982,5.0 of 5 bubbles,May 2018 • Friends,We strongly recommend Ladak Bike Rental.,"We 3 Guys from Tamil Nadu, planned a trip for a week to leh on may 2018 may 4 to may 10.we didn’t plan any thing. We just booked the flight tickets to & from LEH.After seeing the reviews in Google. From airport we just got a taxi and gone to ladak Bike rental office . And meet Mr. Gurmat Namgail.He is very cool guy. We had a discussion of about 15 minutes and our plan was decided.We had covered all the important places like nubra valley, hot springs, panong lake, local leh ,Sangam (rafting),thikstey monestry, 3 idiots school. She palace. Magnetic hill, etc.We had rent is bike for 2 days to cover local spots.And a innova for numbra and panong lake round trip.he had  arranged for permit to visit numbra and panong.He had suggested a hotel for our stay in leh. It also good  and with in our budget.We will send the vehicle to hotel to pick up us. And we can drop the bike at hotel itself so that he will pick up later. We are delight full in his service. We strongly recommend Ladak Bike Rental."
Ladakh_Bike_Rental,David C,5.0 of 5 bubbles,May 2018 • Solo,Enchanting ladakh,"Recently I had the time to visit Leh Ladakh, and I had rented an amazing Enfield Himalayan from Ladakh bike rental co. I must say my experience with them was simply awesome and they have the best bikes in whole Ladakh.Guys trust me from my own experience Himalayan is the bike to go for to tame the rugged terrain of the Himalayan valley. I want to dedicate my Ladakh trip to gurmat namgail( founder of Ladakh bike rental co.), Thank you sir for providing me an amazing bike and your guidance were certainly helpful in my trip.The most remarkable thing about Ladakh bike rental is that they are available round the clock and incase if you need any help they are just a phone call away. Also gurmat sir turned out to be my good Samaritan in my hour of need when I had carelessly lost my bike keys on my return journey, when I was stranded in the pangong valley. Sure enough I got help from the locals and other bikers on the way, but Ladakh bike rental were the first ones in my hour of need.My Ladakh trip has certainly been engraved in my memory and the beauty and splendour of Ladakh that I witnessed is worth remembering."
Ladakh_Bike_Rental,hkpraveen1,5.0 of 5 bubbles,May 2018 • Couples,the best shop to rent a bike,"I have taken 350 cc Royal Enfield for 10 days in ladak bike rental, their service is really good, they will give all the spares to carry with vehicle, and they are just an call away , and they will guide you for memorable bike trip, they have full knowledge of whole ladak, their staff and whole team is awesome, i will  recommend this rental shop to all who wants bike rental, at the end he gave me an beautiful ladak bike rental  t shirt as a gift,  whenever i had querries they came to our guest house and helped us, they dropped us to guest house twice without any charge, for two days i wanted shared taxi , they arranged immediately, very much happy with ladak bike rental and their whole team,,"
Ladakh_Bike_Rental,Gowri S,5.0 of 5 bubbles,May 2018 • Solo,Great experience ,"Very professional in handling customers, friendly people who dedicated to make our time worthy in leh. Faced a situation with my innerline permit but they handled it very efficiently and made perfect alternative plans without any hesitation. In simple words I always felt like I was in good hands during my whole travel period "
Ladakh_Bike_Rental,RAVI,5.0 of 5 bubbles,May 2017 • Friends,Great support and tour booking,We booked through Ladakh Bike rentals for the whole tour in Leh including hotels. They booked really nice hotels and all through the support was great. Answered all queries and suggested many things for improving the tour although we had done extensive research.In between the tour had to change the plan and return rental bikes. They accepted the return without any charges as one of us got sick. Supported with all means. Nice and helpful staff.
Ladakh_Bike_Rental,Aditya M,5.0 of 5 bubbles,Aug 2017 • Friends,Great bikes and Excellent people,"LBR employees are very supportive and friendly. We first book for 3 electra and 1 avenger, however at leh we changed our mind and decided to take 4 classic 350cc. They arranged required bikes in very good condition within 3 hours.All the people were very friendly.. each time we visit they offered snacks, told us about precautions etc., they arranged for our permit and also drove us to our hotel.Best  part is LBR doesn't loot there customers like the rental services at manali does. We took 2 extra bikes for half of day to visit khardung la and at the end we return bikes with some minor damage like mirror etc.They didn't charge a penny for extra bike or damage.We didn't face a single problem in bikes during our 7 day tour. This was our first trip to leh ladakh and definitely LBR made it a memorable one.Totally recommended... If anybody want to know more... you can mail me on 003aditya@gmail.com"
Ladakh_Bike_Rental,Ciro050,5.0 of 5 bubbles,Jul 2017 • Friends,Great service and awesome team,Verry helpful team and great service. The bikes are in best conditions.We were a group of 3 and was without guide for 3 weeks on tour and we had no problem with the bikes.I would recommend people to go with this team.I will choose them again next time!Thanks from Ciro and friends
Ladakh_Bike_Rental,KiranGK010,5.0 of 5 bubbles,Aug 2017 • Friends,Awesome Guys..Great hospitality,"I couldn't meet Gurmat in person but had great communication with him over mail and phone. Me and my bro were on our dream ride to Khardung la, nubra, manali and rented bike from them. They gave us the proper tips for acclimatization and arranged our accommodations. The first bike (2017 std 500) that we took gave us little trouble on first day itself with the disc brake, was getting jammed always. I called his guys and they came with another bike immediately. That one bike didn't give us any problem for the next 6 days and ya that also was a new std 500. His accountant Stanzin (Panang) was my point of contact during my entire trip and should say a dedicated man. Proper guidance and hospitality."
Ladakh_Bike_Rental,Michał K,5.0 of 5 bubbles,Sep 2017 • Friends,Himalaya tour + Zanskar,I strongly recommended these Guys.Professional organized tour and very helpful in crisis situation. This was that moment we have started to think about Gurmat and his crew how about our Friends !Best regardsMiki from Poland
Ladakh_Bike_Rental,Hari P,4.0 of 5 bubbles,Sep 2017 • Friends,Worth every penny.....!:),"Mr.Gurmath namgail and his team are very friendly and has all the capabilities to make your trip a memorable one......Nice people  and highly service oriented. All his arrangements were fantastic and convenient.I would recommend people to go with ""Ladakh Bike rentals ""Hari from Bangalore ."
Ladakh_Bike_Rental,alfazid,5.0 of 5 bubbles,Jul 2017 • Friends,Worth every single penny.. ,"We booked LBR for our dream bike ride which we were planning for almost a year. And I should say we never regretted choosing them as our tour planner. They knew the terrains well. And they were very resourceful about the locations and everything. Although we had issues with our Ride on the very first day up at khardungla, they made alternative arrangements to our favour not compromising safety and the fun of the tour. They have very friendly and resourceful staffs who understands and knew what they are doing. Admin matters were well taken care of once we reached there from getting the permits to enter different places to the orientation briefing done on the very first day we were there. Gurmat and Pranav made sure we had a smooth orientation and acclimatize well before we start our ride the next day. The captain nubu who were there for our trip throughout was always ready to help us during ride. The backup vehicle guys, our mechanic and rim Chen were very helpful and they are well versed with what routes will bring us to our destination faster and with the best experience. As for the food, the cook Marco has done an awesome job in making for us the best and the most delicious dishes. He even accommodated to our request on tuna on the 4th day. Overall the 10 days we had in Ladakh was nothing but awesome. And it was totally worth the money we paid. "
Ladakh_Bike_Rental,patrick v,5.0 of 5 bubbles,Aug 2017 • Friends,excellent service,we've rented 3 Enfield Bullets 500cc for 9 days.The bikes were in excellent shape.No technical problems at all! Very good service and friendly staff!We did the booking from home;the online communication was always correct.They picked us up from our guesthouse and gave us plenty of time to check the bikes.At the end they picked up the bikes at the guesthouse.Ladakh Bike Rental moved recently to a new location just out the city where they have a good workshop.I will choose them again next time!
Ladakh_Bike_Rental,Asvin V,5.0 of 5 bubbles,Aug 2017 • Couples,Very good service and bike condition,Bikes were maintained in good condition and their service was great. They have a good workshop where they readily service the bike and add any accessories as required. Would recommend them for your ladakh trip. 
Ladakh_Bike_Rental,akshay_harish,4.0 of 5 bubbles,Jul 2017 • Friends,Great service,"We were a group of 3 and we wanted to rent 3 bikes for a total of 8 days. Since we were aware that there is very poor phone and internet connectivity in the Ladakh region, we dropped a mail; but Mr. Gurumat, the owner was quick to respond. We gave our requirements and he acknowledged. He requested us to make an advance payment and was very courteous throughout. We were constantly in touch with him and upon our arrival in Leh, we informed him. He made arrangements to escort us to his garage.Mr. Namgyal, who heads the service section, who also happens to be the chief of staff, showed us the vehicles that were to rent and his staff was working on giving final touches to it. He requested us to make full payment for the same and we also had submit a caution deposit of Rs. 5,000 per bike that would be returned to us when we hand over the bikes back to them. After the financial part was settled, he also asked if we wanted an Inner Line Permit (ILP). Since we had not applied for an ILP, we decided to get it done from him for a very nominal fee. He informed that the ILP would arrive after a day or two and that we had to collect it then. As per our plan, we acclimatized ourselves over these two days and got used to the bikes by riding for short distances. On the third day, we visited their garage and collected the ILP and also, got the carriers fixed on our bikes. We were provided with new helmets and other riding gear such as, knee guards, elbow guards, riding jackets, gum boots etc. All of this was included in the rental fee and we did not pay anything extra to avail these. Mr. Namgyal also provided essential spare parts such as clutch wires, brake shoes, tubes, handpump etc.We set off on our journey and after a couple of days, we found a fault in one of the bikes and Mr. Namgyal was happy to assist us over the phone and the problem was solved. We rerouted our journey to pass through Leh again so that we can visit their garage and get our bikes serviced before continuing. They took a test ride and serviced the bikes accordingly. We continued our journey after this and did not encounter any problems thereafter.We returned our bikes in good condition after the rental period and through this course, we had fostered a very good relationship with everyone working there. What I loved about LBR is that they are very warm and courteous to their customers and make them feel very comfortable. Each time we visited their site, we were offered beverages/snacks and we were treated very well. Mr. Gurumat has very good working relationships with both his staff and his customers and it was an absolute delight to be associated with LBR. We would highly recommend LBR for anyone looking to rent bikes in Leh."
Ladakh_Bike_Rental,Ongo B,1.0 of 5 bubbles,Jul 2017 • Couples,Not honest,"We communicated through emails earlier and then when it came to paying the 40% deposit, the fees went up. I asked for explanation but there was no answer...Luckily we didn't pay the fee!"
Ladakh_Bike_Rental,Ladakh Bike Rental,5.0 of 5 bubbles,Jul 2017 • Friends,Fantastic,"Dear Ongo,

At the outset, I believe you have to experience the service of a provider before you rate them. 
Secondly, the rise in price was an honest mistake by one of the 5 employees of LBR who reply to 100s of mails every day. He didn't refer to the earlier mails while sending the invoice and hence failed to see that we had offered you a discount earlier (about a month and around 10 conversation threads ago). You hadn't even paid the advance amount. 
It is saddening to know you took the matter to the net before resolving it with us. 
"
Ladakh_Bike_Rental,mabayela,,,,"Dear Ongo,

At the outset, I believe you have to experience the service of a provider before you rate them. 
Secondly, the rise in price was an honest mistake by one of the 5 employees of LBR who reply to 100s of mails every day. He didn't refer to the earlier mails while sending the invoice and hence failed to see that we had offered you a discount earlier (about a month and around 10 conversation threads ago). You hadn't even paid the advance amount. 
It is saddening to know you took the matter to the net before resolving it with us. 
"
,,,,,"I was in Leh in July 2017 with two buddies. We rented 3 Royal Enfield 350 Classics from Ladakh Bike Rentals for 8 days. Gurmat, the owner, was incredibly helpful in organizing the reservation and answering all of the questions that we had. Once on the ground, he picked us up from our guesthouse and brought us to his impressive rental shop where we went over the trip plan and revised it based on road and weather conditions. The bikes were nearly brand new (< 3000km) and worked flawlessly. In addition to the bikes, we also hired a support vehicle and guide. Our guide (Mili) was fantastic and helped us navigate the multiple military checkpoints and ensured that we reached our desired destinations! It was certainly the trip of a lifetime and having Ladakh Bike Rentals as our outfitter was a pivotal decision in making the trip such an absolute success."
Ladakh_Bike_Rental,Jass K,5.0 of 5 bubbles,Jul 2017 • Friends,An awesome biking expedition on the roads of Ladakh with LBR.,I have been travelling with LBR since 3 year and I found them a best bike rental firm in Ladakh. LBR is the great service provider and believes in customer satisfaction.You can get a wide range of bikes and gears at their store. A well versed team members are always ready to help you in troubleshooting. 
Ladakh_Bike_Rental,vivek s,5.0 of 5 bubbles,Jul 2017 • Solo,Awesome people and service; recommended,I rented a classic 350 for 10 days and I had asked for a new bike. They gave me a brand new one with just 1200 on odometer. Very kind people. Gurmat let me stay at his place for 2 nights. Didn't have a single problem with the bike in whole trip. They will help you with the itinerary and you will find their staff and bikes at all the places that you visit. Best service in Leh. 
Ladakh_Bike_Rental,Freddy V,5.0 of 5 bubbles,Jul 2017 • Friends,superb service in a place like Leh where everything is a little more difficult,"This place has one of the best selection of motorcycles and are mostly new bikes, with their expertise, you can rely on the bike throughout the trip, the price are reasonable and I really think it is the best place in Leh for bike rental and services during the rent (ps they are very honest and dont aim to rip you off!)"
Ladakh_Bike_Rental,Helena M,5.0 of 5 bubbles,Jun 2017 • Solo,"Great place, great bikes and great people!","Gurmat and the team took great care of me and were extremely patient with a solo female traveller desperate to ride Royal Enfield in the Himalayas :) Thanks guys, I will definetly see you again on my next visit!"
Ladakh_Bike_Rental,jason s,5.0 of 5 bubbles,Jun 2017 • Friends,Himalaya trip ,"First guided tour we have done we normally plan our own and use our own bikes but for the money this trip cost in total it was a no brainer. Eight of us went and all had a great time the tour was great the roads and scenery were fantastic some of it was on dirt roads and some tarmac. If your after 5* and silk pyjamas I'd go else. If your after an experience of remoteness stunning scenery and nice people this will tick your boxes the camping and food was very good great guide, can't fault it really i would have preferred to do it on my ktm but the enfields added to the experience. Glad I did it if your reading this debating wether to do it or not GO FOR IT.. 👍"
Ladakh_Bike_Rental,chetan s,1.0 of 5 bubbles,Jun 2017 • Friends,In simple term..he is a thief..,"I had a booking with gurmat and gave him 3k as advance, I booked two bikes from him but I needed two more ..he took to his ofc n did great hospitality, in the mean tym we told r friend search for two bikes in market..gurmat dint had the bikes..but he behaved he is the top in bike rental etc.n got fired up n said u go n arrange Ur bike I will not give security amount n started telling him I got u here n gave good hospitality,but trust me he acted like gunda..more bike rentals r der Plz don't go for it..bikes r not upto the mark..pick up is very bad..n gurmat is a big time con..theif..I would do a case on dat guy who doesn't have courstey to speak to his customer..gurmat u r thief...n Ladakh bike rental both r cheaters..."
Ladakh_Bike_Rental,raxas,5.0 of 5 bubbles,Jun 2017 • Friends,Excellent Service! Thumbs up to these guys!,"Had an excellent experience with Gurmat and his teams. Communicating with him prior to arrival is a headache because of poor internet and network downtimes, which actually got us a little worried. But from the point we landed in Leh, GurmatAnd his boys were extremely responsive and cooperative. Bikes are all almost new. We were a group of 5 riders and we got bikes that had run 340kms, 890kms, 2800kms, 6200kms and 19200kms. Except for one, all were practically brand new and in excellent condition. We had also taken on rent a mechanic, Dalix because we were worried if we would have issues on the way, but had almost none. Dalix was extremely helpful. A quiet chap but that was to our advantage too 😜. On the whole, brilliant experience. Most other rentals we saw had pathetic looking bikes compared to the almost brand new stuff Gurmat gives us. Wouldnt hesitate to recommend him. And if theres another ladakh bike trip, it is only with Gurmat. All the best guys and keep giving customers such good service. God bless"
Ladakh_Bike_Rental,Chris S,5.0 of 5 bubbles,Jun 2017 • Friends,Exceptional all round !!,"Myself and seven other guys from the UK just enjoyed a nine day tour with Ladakh Bike Rentals.  Can't praise them highly enough, the tour guide and backup crew were exceptional in every respect, the bikes were almost faultless and any problems soon sorted without drama.  We covered 1300Ks over some of the most dramatic and challenging roads but couldn't smile any wider.   Thank you everyone and keep up the good work."
Ladakh_Bike_Rental,GKrish K,3.0 of 5 bubbles,May 2017 • Couples,Enroute Khardangla vehicle Breakdown,"Visited Leh in 17th May for 8 days, the main purpose was to ride to Khardungla along with my wife. All started well until we reached 15kms from Leh. We stopped for picking up a stuff from our bagpack, switched off the ignition andit did not come back. It was Bullet 500 206model 18k ridden. The vehicle was good 2 days before the this ride. But our bad luck, battery failed and fails to start.However we managed to call the Tsewang with great difficulty, by borrowing the phone from a passer. We had to be in that cold weather for 2hrs+ and managed to return the vehicle and take a taxi to Khradangla. It was indeed a great ride of 15kms. We did enjoy spending time of 2 hrs doing nothing in the isolated area. Since it was 1st week of May just then the season started we did not have many tourists passing."
Ladakh_Bike_Rental,GVK,5.0 of 5 bubbles,Jul 2016 • Friends,No better team than Ladakh Bike rentals to have on this epic journey,"We went with Gurmat's team on the Manali-Leh trip last year mid July. As most people who plan this once in a lifetime undertaking, we tried to do an exhaustive amount of planning and preparation. Put aside the bikes (great condition), the accommodation (sufficient) and the services (sincere), what really made this trip special for us in ways we did not expect is the personal touch from Gurmat's team.In our pre-travel communications, connectivity was a problem and that created doubts in my mind as to their reliability, but I was completely wrong. This was just because of the nature and location of their jobs. In due time, we got all our questions patiently answered, were able to discuss different routes and plan custom itineraries to our hearts content and all this at a very reliable and transparent cost.The day we set out from Manali, all the preparations were in place and all of us even got new helmets when we complained about our old ones being in bad shape. We has asked for a mechanic to ride with us (an absolute must, or you can opt for a backup vehicle with a mechanic). What we were expecting is an experienced professional who would guide us and keep us out of harms way. What we got was Tani. At first glance, he seemed like a quiet kid and we were openly questioning whether he had the experience to help and guide us along the trip. Turns out he is an awesome biker, has the mountains in his heart and biking in his veins, knows all the routes in and out and is a boss when it comes to fixing bikes in absolutely dreadful conditions. He must have fixed different problems with our bikes ranging from small to big about half a dozen times apart from graciously helping out the numerous tense, stranded travelers we kept encountering enroute. Apart from all this, he single handedly made this a special trip with his infectious enthusiasm and colorful personality. Some of the accommodation enroute can be charitably called basic, but that's part of the experience (the toilets everywhere were absolutely clean). We also stayed in Gurmat's own hotel in Leh. The place was like heaven after our spartan nomadic lifestyle of the previous week, but the service cannot be compared to a professional hotel. The trip was also not one that went close to military precision. This went both ways as in all our interactions, they never came across as ""business minded"". All of their suggestions were with our benefit in mind and the pricing was reasonable and transparent. When we kicked things off in Manali, there was some confusion because of which they actually sent down a backup vehicle from Leh to Manali which had to turn around halfway and they didn't charge us for it. Ditto when returning the bikes -they were obviously the worse for wear and were sporting some new scuffs and dents. But Gurmat's team really didn't have the mindset of wringing money from customers. It took us a little while to grasp that Gurmat and his team (I unfortunately cannot recollect the names of the others) are in this coz they love what they do. More than anything else, it was the personal touch and warmth of each of them that elevated what ought to be a legendary trip into the realms of magical."
Ladakh_Bike_Rental,Gourav99,5.0 of 5 bubbles,Apr 2016 • Couples,Simply the best possible service you can get,"I was in Leh for 5 days with my partner . After reaching the hotel I called them up with no prior arrangement and enquired abt a bullet . Asked them to get it to the hotel next morning around 10 am. The owner was very polite n courteous I think his name was Gurmat . Took the delivery next day checked the bike and took a test ride before accepting it for 1000 Indian Rupees a day and pledged my Voter ID card. I got an Electra that had 10000 kms on it , considering Leh standards it was new. After riding it for a day I felt that the Brakes got very loose so called them up and they showed up in the morning on time and fixed the brakes and we rode around for a couple more days. After 3 days I felt like extending the possession for 2 more days so I called up the owner he agreed no confusion . U need to fill fuel at your own expense and the mileage was around 30-40 kms / liter. At the end of my stay the night before I had to leave they came and took the bike , paid them the cash as agreed earlier and took my ID proof back frm them. The whole experience was just great thanks to Ladakh Bike Rental and their team. KUDOS to these guys for doing a great job and offering gud service overall.IF U LIKED MY REVIEW OR THINK ITS HELPFUL PLZ CLICK THE ""THANK"" BUTTON BELOW AND LETS KEEP SHARING OUR STORIES :)"
Ladakh_Bike_Rental,Ganesh R,5.0 of 5 bubbles,Jul 2016 • Friends,Best bike rental in Ladakh,"Ladakh Bike Rental is your best bet for your ultimate biking adventure in Ladakh. They have the best staff who are not only experienced and skilled in their work, but also very friendly with their clients. All their bikes are well maintained and serviced regularly. They also provide for bike accessories required for the expedition."
Ladakh_Bike_Rental,sourabh15312,5.0 of 5 bubbles,Jul 2016 • Friends,It was an nice experience with you guys specially PADMA.,"We are on a trip to ladakh and the most important part in it 'BIKES' , so me and my brother have looked many rentals and with reading many reviews, we decided to book a CLASSIC 350 for 8 days from LADAKH BIKE RENTALS,  and it was an good experience with you guys specially PADMA ( he is the handler of the bikes there and is best on it. and i highly recommend you all to hire your bikes from here."
Ladakh_Bike_Rental,Andrea M,5.0 of 5 bubbles,Jul 2016 • Friends,Amazing ride on Royal Enfield Bullet,"We booked our two bikes with Ladakh Bike Rental as we were advised it could get very busy during July. From the initial email to returning the bikes we only experienced helpful staff and super friendly service. This was my first trip on a RE 350, I was a bit nervous at first but the guys put all my fears to rest and off we went. Across Changla to Pangong Lake, into the Zanskar valley and to basically all the monasteries in and around Leh. What a wonderful experience it was. Ladakh Bike Rental - Thank you for an amazing time!"
